headline,date,doc_type,material_type,section,keywords
‘Charger Desert’ in Big Cities Keeps Electric Cars From Mainstream,2020-04-16,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Urban Areas']"
Hyundai’s Ioniq 5 Nods to Past While Pushing Toward E.V. Future,2022-04-07,article,News,,"['Electric and Hybrid Vehicles', 'Batteries', 'Sports Utility Vehicles and Light Trucks', 'Factories and Manufacturing']"
Rivian’s Electric Truck Is a Cutie and a Beast,2021-11-25,article,News,,"['Electric and Hybrid Vehicles', 'Camps and Camping', 'Roads and Traffic', 'Sports Utility Vehicles and Light Trucks', 'Energy Efficiency']"
"Coinbase made $771 million in profit in the first quarter, benefiting from crypto mania.",2021-05-13,article,News,,"['Virtual Currency', 'Bitcoin (Currency)', 'Company Reports', 'Computers and the Internet']"
Fed Expects Unemployment Rate to Stay High,2020-06-10,article,News,,"['Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', ""Standard & Poor's 500-Stock Index"", 'United States Economy']"
Your Thursday Evening Briefing,2022-05-19,article,News,,"['Animal Behavior', 'Dogs', 'Abortion', 'Political Prisoners']"
Transcript: Ezra Klein Interviews Felix Salmon,2022-04-29,article,Op-Ed,,[]
Elon Musk Puts His Own Politics on Display on Election Day,2022-11-08,article,News,,"['Midterm Elections (2022)', 'Social Media', 'Computers and the Internet', 'United States Politics and Government', 'Freedom of Speech and Expression']"
Elon Musk and Mark Zuckerberg Aren’t on the Same Page,2020-04-30,article,News,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'United States Economy', 'Remdesivir (Drug)', 'Company Reports']"
Your Tuesday Evening Briefing,2023-01-17,article,briefing,,[]
