headline,date,doc_type,material_type,section,keywords
Tesla Tells Workers It Will Reopen California Factory Despite County Order,2020-05-08,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Electric and Hybrid Vehicles', 'Automobiles', 'Production']"
Tesla faces renewed scrutiny over racial bias and Elon Musk’s tweets.,2022-02-07,article,News,,"['Suits and Litigation (Civil)', 'Social Media', 'Regulation and Deregulation of Industry', 'Discrimination', 'Workplace Hazards and Violations', 'Electric and Hybrid Vehicles']"
"Tesla to Cut 10% of Salaried Staff, Musk Tells Employees",2022-06-03,article,News,,"['Layoffs and Job Reductions', 'Electric and Hybrid Vehicles', 'Automobiles', 'Factories and Manufacturing']"
Tesla reports record yearly profit but warns that supply problems persist.,2022-01-26,article,News,,"['Company Reports', 'Automobiles', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Supply Chain']"
Inside Tesla as Elon Musk Pushed an Unflinching Vision for Self-Driving Cars,2021-12-06,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Engineering and Engineers', 'Sensors', 'Radar', 'Cameras', 'Electric and Hybrid Vehicles', 'audio-neutral-informative']"
Jury orders Tesla to pay $137 million to a former worker over racist treatment.,2021-10-05,article,News,,"['Race and Ethnicity', 'Discrimination', 'Suits and Litigation (Civil)', 'Compensation for Damages (Law)']"
Tesla’s quarterly profit nearly quintuples to $1.6 billion as car sales surge.,2021-10-20,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Company Reports', 'Factories and Manufacturing', 'Production', 'Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety']"
The Next Tesla? Investors Bet Big on Electric Truck Maker Rivian,2021-01-19,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Start-ups', 'Venture Capital', 'Factories and Manufacturing']"
A safety agency finds no cause to investigate Tesla battery safety.,2021-10-04,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Batteries', 'Automobile Safety Features and Defects', 'Accidents and Safety']"
Mercedes-Benz Plans to Build U.S. Electric Car Charging Network,2023-01-05,article,News,,"['Automobile Service and Charging Stations', 'Electric and Hybrid Vehicles', 'Automobiles']"
