headline,date,doc_type,material_type,section,keywords
Tesla Autopilot System Found Probably at Fault in 2018 Crash,2020-02-25,article,News,,"['Driverless and Semiautonomous Vehicles', 'Traffic Accidents and Safety', 'Automobile Safety Features and Defects', 'Driver Distraction and Fatigue', 'Electric and Hybrid Vehicles']"
Federal safety agency expands its investigation of Tesla’s Autopilot system.,2022-06-09,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobiles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Electric and Hybrid Vehicles', 'Regulation and Deregulation of Industry']"
"Tesla Says It Hit Goal of Delivering 500,000 Cars in 2020",2021-01-02,article,News,,"['Electric and Hybrid Vehicles', 'Factories and Manufacturing']"
German Court Says Tesla Self-Driving Claims Are Misleading,2020-07-14,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles', 'Antitrust Laws and Competition Issues', 'Decisions and Verdicts']"
Tesla agrees to stop letting drivers play video games in moving cars.,2021-12-23,article,News,,"['Driver Distraction and Fatigue', 'Computer and Video Games', 'Regulation and Deregulation of Industry', 'Traffic Accidents and Safety']"
Can Tesla Data Help Us Understand Car Crashes?,2022-08-18,multimedia,Interactive Feature,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Regulation and Deregulation of Industry']"
"Tesla will accept Bitcoin as payment, Elon Musk says.",2021-03-24,article,News,,['Bitcoin (Currency)']
U.S. regulator questions Tesla on the lack of a recall after an update to Autopilot.,2021-10-13,article,News,,"['Driverless and Semiautonomous Vehicles', 'Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Electric and Hybrid Vehicles', 'Recalls and Bans of Products']"
Tesla Profit Falls in Second Quarter as Supply Chain Problems Hurt,2022-07-20,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Company Reports', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'internal-storyline-no']"
Tesla stops accepting Bitcoin as payment for its cars.,2021-05-13,article,News,,['Bitcoin (Currency)']
