headline,date,doc_type,material_type,section,keywords
"A Teacher Marched to the Capitol. When She Got Home, the Fight Began.",2021-04-10,article,News,,"['Teachers and School Employees', 'Storming of the US Capitol (Jan, 2021)', 'Right-Wing Extremism and Alt-Right', 'Content Type: Personal Profile', 'Education (K-12)', 'Race and Ethnicity']"
Best Movies of 2020,2020-12-03,article,News,,"['Two Thousand Twenty', 'Movies', 'Documentary Films and Programs', 'Quarantine (Life and Culture)']"
Transcript: Ezra Klein Answers Listener Questions,2022-12-16,article,Op-Ed,,[]
Reed Hastings Had Us All Staying Home Before We Had To,2020-09-04,article,News,,"['Television', 'Movies', 'your-feed-fashion']"
Brazen Is the Order of the Day at Facebook,2021-10-06,article,Op-Ed,,"['internal-sub-only', 'Computer Network Outages', 'Whistle-Blowers', 'Initial Public Offerings']"
"An American Dies From the Virus in Wuhan, China",2020-02-07,article,News,,['Coronavirus (2019-nCoV)']
"In a Burger World, Can Sweetgreen Scale Up?",2020-01-04,article,News,,"['Restaurants', 'Salads']"
17 Reasons to Let the Economic Optimism Begin,2021-03-13,article,News,,"['United States Economy', 'United States Politics and Government', 'Labor and Jobs', 'Recession and Depression', 'Productivity', 'Innovation', 'Coronavirus (2019-nCoV)', 'Economics (Theory and Philosophy)', 'Batteries', 'International Trade and World Market', 'American Rescue Plan (2021)']"
How Smart Are the Robots Getting?,2023-01-20,article,News,,"['Computers and the Internet', 'Artificial Intelligence', 'Robots and Robotics', 'Research', 'internal-sub-only', 'audio-neutral-immersive', 'ChatGPT']"
"The Bike Thieves of Burlington, Vermont",2022-11-12,article,News,,"['Robberies and Thefts', 'Bicycles and Bicycling', 'Police', 'Police Reform', 'Crime and Criminals', 'Drug Abuse and Traffic', 'Homeless Persons', 'Methamphetamines', 'Assaults', 'City Councils', 'Politics and Government']"
