headline,date,doc_type,material_type,section,keywords
Elon Musk Lashes Out at Officials Keeping Tesla Plant Closed Over Virus,2020-05-09,article,News,,"['Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Relocation of Business', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
"Lucid Motors beats Tesla in range, going 520 miles on a charge, the E.P.A. says.",2021-09-16,article,News,,"['Electric and Hybrid Vehicles', 'Fuel Efficiency', 'Start-ups']"
"Tesla’s U.S. sales slowed in 22 states in 2020, partly because of the pandemic.",2021-01-22,article,News,,"['Sports Utility Vehicles and Light Trucks', 'Electric and Hybrid Vehicles']"
Elon Musk sells nearly $7 billion in Tesla shares to finance his Twitter deal.,2022-08-10,article,News,,"['Social Media', 'Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
Chinese regulators reprimand Tesla over growing complaints about its cars.,2021-02-08,article,News,,"['Automobiles', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles']"
"Tesla says it bought $1.5 billion of Bitcoin, sending the cryptocurrency to a record high.",2021-02-08,article,News,,"['Bitcoin (Currency)', 'Virtual Currency']"
‘You Checked Tesla the Most’: Robinhood Recaps From a Volatile Year,2020-12-24,article,News,,"['Mobile Applications', 'Stocks and Bonds']"
"Elon Musk has become the world’s richest person, as Tesla’s stock rallies.",2021-01-07,article,News,,"['Electric and Hybrid Vehicles', 'High Net Worth Individuals', 'Stocks and Bonds']"
Man Who Drove Family Off Cliff in Tesla Is Charged With Attempted Murder,2023-01-31,article,News,,"['Murders, Attempted Murders and Homicides', 'Child Abuse and Neglect', 'Domestic Violence', 'Traffic Accidents and Safety']"
Judge reduces $137 million penalty against Tesla over factory racism.,2022-04-14,article,News,,"['Compensation for Damages (Law)', 'Discrimination', 'Workplace Hazards and Violations', 'Black People', 'Blacks', 'Factories and Manufacturing', 'Suits and Litigation (Civil)']"
