headline,date,doc_type,material_type,section,keywords
Why This Billionaire Is Worried About Green Investing,2021-10-27,article,News,,"['Oil (Petroleum) and Gasoline', 'Bitcoin (Currency)', 'Corporate Social Responsibility', 'Inflation (Economics)']"
The Activist Investor Done With Finance,2020-06-24,article,News,,"['Stocks and Bonds', 'Visas', 'Immigration and Emigration', 'Antitrust Laws and Competition Issues', 'Capitalism (Theory and Philosophy)']"
What if Inflation Isn’t ‘Transitory’?,2021-07-14,article,News,,"['Greenhouse Gas Emissions', 'Mergers, Acquisitions and Divestitures', 'Inflation (Economics)', 'Securities and Commodities Violations', 'Shareholder Rights and Activism']"
How Environmentally Conscious Investing Became a Target of Conservatives,2023-02-28,article,News,,"['Corporate Social Responsibility', 'Conservatism (US Politics)', 'United States Politics and Government', 'Pensions and Retirement Plans', 'Global Warming', 'Sustainable Living']"
Times Past,2022-12-25,article,briefing,,"['Archives and Records', 'News and News Media', 'Newspapers', 'internal-storyline-no']"
Ditching Fossil Fuels,2022-08-12,article,briefing,,"['internal-storyline-no', 'Greenhouse Gas Emissions', 'Automobiles', 'Global Warming', 'Fuel Efficiency', 'Fuel Emissions (Transportation)', 'Law and Legislation', 'Electric and Hybrid Vehicles']"
"Biden’s Big Bet: Tackling Climate Change Will Create Jobs, Not Kill Them",2021-03-31,article,News,,"['Global Warming', 'Infrastructure (Public Works)', 'Organized Labor', 'Wages and Salaries', 'Alternative and Renewable Energy', 'Building (Construction)', 'Electric and Hybrid Vehicles', 'Batteries', 'Factories and Manufacturing', 'United States Economy', 'United States Politics and Government', 'American Jobs Plan (2021)']"
The Hopes That Rose and Fell With GameStop,2021-02-07,article,News,,"['Stocks and Bonds', 'Hedge Funds', 'Computers and the Internet']"
A Cascade of Crises,2021-01-08,article,briefing,,[]
"$1.7 Million Homes in Washington, Utah and Pennsylvania",2021-01-06,article,News,,['Real Estate and Housing (Residential)']
