headline,date,doc_type,material_type,section,keywords
Traveling and Eating Well,2023-02-04,article,briefing,,"['internal-storyline-no', 'Restaurants', 'Travel and Vacations', 'Content Type: Service']"
"Once Known for Vaccine Skeptics, Marin Now Tells Them ‘You’re Not Welcome’",2022-10-02,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion']"
Russia’s Struggles,2022-08-19,article,briefing,,"['internal-storyline-no', 'War and Armed Conflicts', 'Defense and Military Forces', 'United States International Relations', 'Prisoners of War']"
"Smeared as a Groomer, a Michigan Democrat Goes on Offense",2022-04-25,article,News,,"['United States Politics and Government', 'Homosexuality and Bisexuality', 'Discrimination', 'Transgender and Transsexuals', 'State Legislatures', 'internal-sub-only-nl']"
Sanctions and Consequences,2022-02-25,article,News,,['Russian Invasion of Ukraine (2022)']
When Pandemic Stars’ Shines Dim,2022-01-21,article,News,,"['Virtual Currency', 'Inflation (Economics)']"
A New Focus on Amazon Warehouses,2021-12-13,article,News,,"['Bitcoin (Currency)', 'Coronavirus Reopenings']"
Did Death Cheat Stephen Hawking of a Nobel Prize?,2021-10-04,article,News,,"['Space and Astronomy', 'Black Holes (Space)', 'Nobel Prizes', 'Physics', 'Gravitation and Gravity', 'your-feed-science']"
Robinhood Rewrites the Rules for Going Public,2021-07-22,article,News,,"['Initial Public Offerings', 'Alternative and Renewable Energy', 'Advertising and Marketing', 'Olympic Games (2020)']"
Tech Workers Who Swore Off the Bay Area Are Coming Back,2021-07-15,article,News,,"['Computers and the Internet', 'Relocation of Business', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Quarantine (Life and Culture)']"
