headline,date,doc_type,material_type,section,keywords
Keep Your Politics Out of My Arugula,2023-01-19,article,Op-Ed,,"['Vegetarianism', 'Veganism', 'Meat', 'Diet and Nutrition']"
"Steve Martin and Martin Short Trade Barbs, and Eulogies, on ‘S.N.L.’",2022-12-11,article,News,,"['Television', 'Comedy and Humor']"
You Won’t Use That Cool Feature,2022-06-09,article,News,,"['internal-sub-only-nl', 'Software', 'Smartphones', 'Computers and the Internet', 'Advertising and Marketing']"
Your Thursday Briefing: Russia Pushes to Seize Key Eastern City,2022-06-01,article,briefing,,[]
Your Wednesday Briefing: Olympics officials are tight-lipped on China’s abuses,2022-01-04,article,briefing,,[]
Berkshire Hathaway Shows a Rebound From the Pandemic,2021-05-01,article,News,,['Company Reports']
Why Finance Gurus Switched Their Bait From Millions to Thousands of Dollars,2021-03-24,article,News,,"['Video Recordings, Downloads and Streaming', 'United States Economy', 'Real Estate and Housing (Residential)', 'Stimulus (Economic)', 'Personal Finances']"
Lifestyles of the Rich and Reckless: Posh Pandemic Parties,2020-08-07,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'High Net Worth Individuals', 'Parties (Social)']"
Adopting a Pet in California During a Pandemic,2020-05-14,article,briefing,,['Coronavirus (2019-nCoV)']
How to Make Money in Your Sleep,2020-03-06,article,News,,"['Sleep', 'Social Media', 'Video Recordings, Downloads and Streaming']"
