headline,date,doc_type,material_type,section,keywords
Stocks Fall Amid Concerns Over Recovery,2020-05-12,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds']"
"Ford earned $17.9 billion in 2021, bolstered by a large gain on its Rivian stake.",2022-02-03,article,News,,"['Automobiles', 'Trucks and Trucking', 'Production', 'Company Reports', 'Electric and Hybrid Vehicles']"
How China Makes Electric Car Batteries,2021-12-22,multimedia,Interactive Feature,,"['Electric and Hybrid Vehicles', 'Batteries', 'Automobiles']"
Lucid Motors Will Produce Fewer Cars Than Expected,2022-02-28,article,News,,"['Company Reports', 'Automobiles', 'Electric and Hybrid Vehicles', 'Production', 'Stocks and Bonds', 'Factories and Manufacturing']"
Is Elon Musk Backing Away from Twitter?,2022-05-13,article,News,,"['Social Media', 'Mergers, Acquisitions and Divestitures', 'Virtual Currency', 'Russian Invasion of Ukraine (2022)', 'Ships and Shipping']"
The Elusive Politics of Elon Musk,2022-04-16,article,News,,"['Conservatism (US Politics)', 'Social Media', 'United States Politics and Government']"
Rivian Loses Its Shine as Investors Fret About Production Delays,2022-02-09,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Vans', 'Sports Utility Vehicles and Light Trucks', 'Appointments and Executive Changes', 'Discrimination', 'Workplace Hazards and Violations', 'Initial Public Offerings', 'Supply Chain', 'Stocks and Bonds', 'Factories and Manufacturing', 'Production']"
Why Buying an Electric Car Just Became More Complicated,2022-08-18,article,News,,"['Electric and Hybrid Vehicles', 'Tax Credits, Deductions and Exemptions', 'Batteries', 'Content Type: Service', 'Inflation Reduction Act of 2022', 'United States Politics and Government', 'International Trade and World Market', 'Automobiles', 'Sports Utility Vehicles and Light Trucks']"
New Breed of Pickups Mixes Horsepower and Battery Power,2020-05-07,article,News,,"['Electric and Hybrid Vehicles', 'Sports Utility Vehicles and Light Trucks', 'Batteries', 'Fuel Efficiency']"
"Lucid Air: A Fresh Face With 500 Miles to a Charge, and Horsepower to Spare",2022-02-07,article,News,,['Electric and Hybrid Vehicles']
