headline,date,doc_type,material_type,section,keywords
Are Tiny Homes a Solution to the Housing Crisis?,2023-02-10,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Restoration and Renovation', 'Home Repairs and Improvements', 'Sustainable Living', 'Furniture', 'Architecture', 'Affordable Housing', 'Conventions, Fairs and Trade Shows', 'Building (Construction)']"
China’s Self-inflicted Pain,2023-01-18,article,briefing,,"['internal-storyline-no', 'Economic Conditions and Trends']"
Trump Oversight,2022-12-22,article,briefing,,"['United States Politics and Government', 'Politics and Government', 'Trump Tax Returns', 'Income Tax']"
Successful End of NASA Moon Mission Shifts Attention to SpaceX,2022-12-11,article,News,,"['Artemis Program', 'Moon', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight']"
A Conversation With Anthony Rendon After a Leadership Challenge,2022-06-02,article,briefing,,"['State Legislatures', 'Gun Control', 'Water']"
Warehouses Transform N.Y.C. Neighborhoods as E-Commerce Booms,2022-03-16,article,News,,"['Delivery Services', 'E-Commerce', 'Supply Chain', 'Real Estate (Commercial)', 'Shopping and Retail', 'Warehouses', 'Building (Construction)']"
The ‘Moment of Truth’,2020-07-15,article,News,,"['Foreign Students (in US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Banking and Financial Institutions', 'Coronavirus (2019-nCoV)']"
The S.E.C. Wants to Cut SPACs Down to Size,2021-12-10,article,News,,"['Special Purpose Acquisition Companies (SPAC)', 'Wages and Salaries', 'Organized Labor']"
"Taiwan, Trade, Tech and More: A Tense Era in U.S.-China Ties",2021-11-15,article,News,,"['United States International Relations', 'International Trade and World Market', 'Forced Labor', 'Uighurs (Chinese Ethnic Group)', 'United States Politics and Government']"
This Is Where the States Want Billions in Infrastructure Funding Spent,2021-11-06,article,News,,"['American Jobs Plan (2021)', 'Infrastructure (Public Works)', 'Bridges and Tunnels', 'States (US)', 'Transportation', 'Transit Systems', 'Water', 'Electric and Hybrid Vehicles', 'Railroads', 'Federal Aid (US)', 'Law and Legislation', 'United States Politics and Government', 'audio-neutral-informative']"
