headline,date,doc_type,material_type,section,keywords
"2 Killed in Driverless Tesla Car Crash, Officials Say",2021-04-18,article,News,,"['Driverless and Semiautonomous Vehicles', 'Electric and Hybrid Vehicles', 'Deaths (Fatalities)', 'Traffic Accidents and Safety']"
"Tesla delivered 185,000 cars in the first quarter, twice as many as a year ago.",2021-04-02,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Company Reports']"
"As Tesla’s plant in Germany nears completion, a union raises concern.",2022-01-20,article,News,,"['Labor and Jobs', 'Factories and Manufacturing', 'Automobiles', 'Organized Labor']"
Man Riding in Driverless Tesla Is Arrested in California,2021-05-12,article,News,,"['Drunken and Reckless Driving', 'Driverless and Semiautonomous Vehicles', 'Electric and Hybrid Vehicles', 'internal-storyline-no']"
Can a Tiny Territory in the South Pacific Power Tesla’s Ambitions?,2021-12-30,article,News,,"['Mines and Mining', 'Nickel', 'Indigenous People', 'Electric and Hybrid Vehicles', 'Batteries', 'Corporate Social Responsibility', 'Sustainable Living', 'Greenhouse Gas Emissions', 'Global Warming', 'Carbon Dioxide']"
"After Mounting Criticism, Tesla Will Shut Down California Factory",2020-03-19,article,News,,"['Shutdowns (Institutional)', 'Factories and Manufacturing', 'Automobiles', 'Electric and Hybrid Vehicles', 'Coronavirus (2019-nCoV)']"
Tesla Stock Soars by More Than $100,2020-02-03,article,News,,"['Electric and Hybrid Vehicles', 'Prices (Fares, Fees and Rates)', 'Stocks and Bonds']"
The Week in Business: Turning Up the Heat on Tesla,2021-08-22,article,News,,"['Stocks and Bonds', 'United States Economy', 'Science and Technology']"
Tesla Reports Record Quarterly Deliveries Amid Chip Scarcity,2021-10-02,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Company Reports']"
U.S. Is Investigating Tesla Feature That Lets Drivers Play Video Games,2021-12-22,article,News,,"['Driver Distraction and Fatigue', 'Computer and Video Games', 'Driverless and Semiautonomous Vehicles', 'Regulation and Deregulation of Industry', 'Electric and Hybrid Vehicles']"
