headline,date,doc_type,material_type,section,keywords
‘There Was No Mercy’,2021-03-16,article,News,,"['Corporate Social Responsibility', 'Organized Labor', 'Shareholder Rights and Activism']"
Getting Corporate Cash Out of Politics,2021-01-12,article,News,,"['Freedom of Speech and Expression', 'Presidential Election of 2020', 'Campaign Finance']"
Priorities for a Post-Pandemic World,2020-12-09,article,News,,"['Quarantine (Life and Culture)', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']"
"The Pandemic Isn’t Bringing Back Factory Jobs, at Least Not Yet",2020-07-22,article,News,,"['International Trade and World Market', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Outsourcing', 'Customs (Tariff)', 'Foreign Investments', 'United States Politics and Government', 'Relocation of Business']"
What Next for Banks?,2023-04-10,article,News,,"['internal-storyline-no', 'Banking and Financial Institutions']"
The Jailing of Evan Gershkovich,2023-04-10,article,briefing,,"['internal-storyline-no', 'Political Prisoners', 'Russian Invasion of Ukraine (2022)', 'International Relations', 'Freedom of the Press', 'News and News Media']"
U.S. Economy May Be Heading to a Place That Must Not Be Named,2023-04-07,article,News,,"['Content Type: Service', 'United States Economy', 'Banking and Financial Institutions', 'Recession and Depression', 'Personal Finances']"
Divided Government,2022-11-16,article,News,,"['internal-storyline-no', 'Midterm Elections (2022)', 'United States Politics and Government', 'Politics and Government', 'Shutdowns (Institutional)', 'United States Economy']"
Twitter Employees Search for Answers as Musk Takeover Becomes Reality,2022-04-25,article,News,,"['Mergers, Acquisitions and Divestitures', 'Social Media', 'Computers and the Internet', 'Labor and Jobs', 'Stock Options and Purchase Plans']"
Why Do You Tattoo?,2021-10-14,article,News,,"['Tattoos', 'Skin', 'Innovation']"
