headline,date,doc_type,material_type,section,keywords
Diary of a Spelling Bee Fanatic,2022-09-17,article,News,,[]
"To Fight Election Falsehoods, Social Media Companies Ready a Familiar Playbook",2022-08-23,article,News,,"['Social Media', 'Rumors and Misinformation', 'Midterm Elections (2022)', 'Project Democracy']"
What Winter’s Dry Spell Means for California’s Fire Season,2022-03-01,article,briefing,,[]
Your Tuesday Briefing,2021-10-26,article,briefing,,[]
A Future With Dangerous Warming Locked In,2021-08-11,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Alternative and Renewable Energy', 'Automobiles', 'United Nations Framework Convention on Climate Change', 'Heat and Heat Waves', 'Fuel Emissions (Transportation)', 'Third World and Developing Countries', 'Electric and Hybrid Vehicles', 'Deaths (Fatalities)']"
A Curfew and Clashes With Police in Washington Square Park,2021-06-08,article,briefing,,"['Police Brutality, Misconduct and Shootings', 'George Floyd Protests (2020)', 'Demonstrations, Protests and Riots', 'Curfews', 'Pop and Rock Music']"
California May Lose Some of Its Stars. But Silicon Valley Is Forever.,2020-12-28,article,Op-Ed,,"['Computers and the Internet', 'Relocation of Business', 'Venture Capital', 'Start-ups']"
"Your Stories: Cool, Fascinating and Fun Climate Jobs",2023-05-12,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Careers and Professions', 'internal-storyline-no', 'internal-sub-only-nl']"
Your Monday Evening Briefing,2023-02-06,article,briefing,,[]
Is the Era of Cheap Money Over?,2022-06-21,article,Op-Ed,,"['International Trade and World Market', 'Economics (Theory and Philosophy)', 'internal-sub-only-nl', 'Interest Rates', 'Inflation (Economics)']"
