headline,date,doc_type,material_type,section,keywords
A Chess Champion’s Warning About Ukraine and U.S. Democracy,2022-10-04,article,News,,"['United States Politics and Government', 'internal-sub-only-nl', 'Midterm Elections (2022)', 'Chess', 'Democracy (Theory and Philosophy)']"
Fact-Checking a G.O.P. Attack Ad That Blames a Democrat for Inflation,2022-09-27,article,News,,"['Midterm Elections (2022)', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'United States Economy', 'Automobiles', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Tax Credits, Deductions and Exemptions', 'Politics and Government', 'American Rescue Plan (2021)', 'Elections', 'Inflation Reduction Act of 2022', 'Inflation (Economics)', 'Recession and Depression', 'Supply Chain', 'Stimulus (Economic)', 'Prices (Fares, Fees and Rates)', 'Boston Marathon Bombings (2013)', 'Political Advertising', 'Electric and Hybrid Vehicles']"
"After Trump’s TikTok Ban, China Readies Blacklist of Foreign Companies",2020-09-19,article,News,,"['Politics and Government', 'International Trade and World Market', 'United States International Relations', 'Blacklisting', 'Foreign Investments']"
"Steering Wheels’ Past, Present and (Autonomous) Future",2020-08-20,article,News,,"['Automobiles', 'Driverless and Semiautonomous Vehicles']"
Markets sink on Omicron fears and a critical setback on the U.S. spending plan.,2021-12-20,article,News,,"['Economic Conditions and Trends', 'Coronavirus Omicron Variant', 'Stocks and Bonds', 'United States Economy']"
Virus Exposes Cracks in Carmakers’ Chinese Supply Chains,2020-02-04,article,News,,"['Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'Automobiles', 'Shutdowns (Institutional)', 'Epidemics']"
We Are a Nation of Child Abusers,2021-02-04,article,Op-Ed,,"['American Rescue Plan (2021)', 'Poverty', 'Children and Childhood', 'United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Tax Credits, Deductions and Exemptions', 'Child Tax Credits and Stipends']"
Exhuming a Monster of a Flop,2021-01-07,article,News,,"['Theater', 'Finances']"
How Twitter Shrank Elon Musk and Ron DeSantis,2023-05-27,article,Op-Ed,,"['Social Media', 'Presidential Election of 2024', 'Primaries and Caucuses', 'Polls and Public Opinion', 'United States Politics and Government']"
It’s Doom Times in Tech,2022-05-31,article,News,,"['internal-sub-only-nl', 'Computers and the Internet', 'Start-ups', 'Stocks and Bonds']"
