headline,date,doc_type,material_type,section,keywords
Biden Expands Effort to Secure U.S. Energy Independence,2022-10-19,article,News,,"['Oil (Petroleum) and Gasoline', 'Strategic Petroleum Reserve (US)', 'Prices (Fares, Fees and Rates)', 'Electric and Hybrid Vehicles', 'Batteries', 'Inflation (Economics)', 'Midterm Elections (2022)', 'United States Politics and Government']"
"At Detroit Auto Show, Biden Announces Money for Charging Stations",2022-09-14,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'North American International Auto Show', 'Tax Credits, Deductions and Exemptions', 'Infrastructure Investment and Jobs Act (2021)']"
"A Mile-Long Line for Free Food in Geneva, One of World’s Richest Cities",2020-05-30,article,News,,"['Coronavirus (2019-nCoV)', 'Food Banks and Pantries', 'Volunteers and Community Service', 'Income Inequality', 'Coronavirus Reopenings']"
Can We Please Get Over Our Twitter Obsession Already?,2022-04-30,article,Op-Ed,,"['Social Media', 'internal-sub-only-nl']"
"I Don’t Know Who Needs to Hear This, but Brands Can’t Save You",2020-03-18,article,Op-Ed,,"['Presidents and Presidency (US)', 'Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Federal Budget (US)', 'Epidemics']"
The Trial of Theranos’s Elizabeth Holmes Opens,2021-09-08,article,News,,"['Suits and Litigation (Civil)', 'Frauds and Swindling', 'Medical Devices', 'Computers and the Internet']"
Driverless Cars Go Humble to Get Real,2020-10-26,article,News,,"['Driverless and Semiautonomous Vehicles', 'Spam (Electronic)', 'Text Messaging']"
F.T.C. Intensifies Investigation of Twitter’s Privacy Practices,2023-03-08,article,News,,"['Social Media', 'Privacy', 'Computers and the Internet', 'Regulation and Deregulation of Industry']"
A ‘Wellness Wearable’ on Your Wrist,2020-04-30,article,News,,"['Watches and Clocks', 'Wearable Computing', 'Medicine and Health']"
Someone to Know: The Entitled Cyclist,2023-05-30,article,News,,"['Bicycles and Bicycling', 'Global Warming', 'Greenhouse Gas Emissions', 'internal-storyline-no', 'internal-sub-only-nl', 'Content Type: Personal Profile', 'Sustainable Living']"
