headline,date,doc_type,material_type,section,keywords
Exxon’s Board Defeat Signals the Rise of Social-Good Activists,2021-06-09,article,News,,"['Shareholder Rights and Activism', 'Boards of Directors', 'Oil (Petroleum) and Gasoline', 'Global Warming', 'Greenhouse Gas Emissions', 'Hedge Funds']"
"Diane di Prima, Poet of the Beat Era and Beyond, Dies at 86",2020-10-28,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Poetry and Poets', 'Writing and Writers', 'Books and Literature']"
U.S. and European Oil Giants Go Different Ways on Climate Change,2020-09-21,article,News,,"['Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'Carbon Capture and Sequestration', 'Global Warming', 'Alternative and Renewable Energy', 'Carbon Dioxide', 'Hydrocarbons', 'Natural Gas']"
What’s Your Neighborhood’s Climate Impact?,2023-02-06,article,briefing,,[]
Your Thursday Briefing,2023-01-26,article,briefing,,[]
Where Has Your Tween Been During the Pandemic? On This Gaming Site,2020-08-16,article,News,,"['Computer and Video Games', 'Youth', 'Start-ups', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']"
Workers at E.V. Battery Plant in Ohio Vote to Unionize,2022-12-09,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Labor and Jobs', 'Organized Labor', 'Factories and Manufacturing', 'Batteries', 'Wages and Salaries']"
Your Monday Briefing: Europe’s Energy Protections,2022-09-04,article,briefing,,"['Elections', 'Politics and Government', 'Constitutions', 'War and Armed Conflicts', 'Electric and Hybrid Vehicles', 'Russian Invasion of Ukraine (2022)']"
We Might Never Know How Much the Internet Is Hiding From Us,2022-08-25,article,Op-Ed,,"['Computers and the Internet', 'Search Engines', 'Rumors and Misinformation', 'Social Media']"
Your Wednesday Evening Briefing,2022-06-01,article,News,,"[""United States Women's Open (Golf)"", 'Social Media', 'Obesity', 'Russian Invasion of Ukraine (2022)']"
