headline,date,doc_type,material_type,section,keywords
SpaceX Launch: Highlights From the Weather-Delayed Mission,2020-05-27,article,News,,"['Rocket Science and Propulsion', 'Space and Astronomy', 'Private Spaceflight', 'United States Politics and Government', 'International Space Station']"
‘Techlash’ Hits College Campuses,2020-01-11,article,News,,"['Hiring and Promotion', 'Colleges and Universities', 'Computers and the Internet', 'your-feed-work', 'your-feed-innovation']"
How Trump Coins Became an Internet Sensation,2022-01-28,article,News,,"['Collectors and Collections', 'Numismatics', 'Virtual Currency', 'Frauds and Swindling', 'Rumors and Misinformation', 'Right-Wing Extremism and Alt-Right', 'Online Advertising', 'Social Media', 'United States Politics and Government', 'audio-neutral-informative', 'audio-neutral-immersive']"
An Ex-Times Reporter. An Ohio Wedding Provider. Covid Contrarians Go Viral.,2020-07-20,article,News,,"['Coronavirus (2019-nCoV)', 'News and News Media', 'Social Media', 'Marijuana', 'Fringe Groups and Movements', 'Rumors and Misinformation']"
Can YouTube Quiet Its Conspiracy Theorists?,2020-03-02,multimedia,Interactive Feature,,"['Fringe Groups and Movements', 'Video Recordings, Downloads and Streaming', 'Conspiracy Theories', 'Computers and the Internet']"
These Companies Will Cover Travel Expenses for Employee Abortions,2022-06-27,article,News,,"['United States Economy', 'Workplace Hazards and Violations', 'Health Insurance and Managed Care', 'Abortion', 'Travel and Vacations', ""Dobbs v Jackson Women's Health Organization (Supreme Court Decision)""]"
U.S. Stocks End the Week Lower After Tech Earnings,2020-05-01,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index""]"
Can the ‘California Effect’ Survive in a Hyperpartisan America?,2023-05-30,article,News,,"['United States Politics and Government', 'Law and Legislation', 'States (US)', 'Regulation and Deregulation of Industry', 'Clean Air Act', 'Interstate Commerce', 'Automobiles', 'Federal-State Relations (US)']"
"After 40 Years, Abba Takes a Chance With Its Legacy",2021-10-27,article,News,,"['Pop and Rock Music', 'Content Type: Personal Profile', 'Virtual Reality (Computers)']"
The Lure of the ‘Made in America’ Sales Pitch,2023-03-25,article,News,,"['Factories and Manufacturing', 'Labor and Jobs', 'International Trade and World Market', 'United States Economy', 'Ex-Convicts', 'Supply Chain']"
