headline,date,doc_type,material_type,section,keywords
Elon Musk’s Latest Jab from the Right,2022-12-12,article,News,,['Social Media']
Firefighters Make Progress in ‘Marathon’ Battle With California Blazes,2020-08-25,article,News,,"['Fires and Firefighters', 'Wildfires']"
How Republicans Fed a Misinformation Loop About the Pelosi Attack,2022-11-05,multimedia,Interactive Feature,,"['Assaults', 'Rumors and Misinformation', 'Conspiracy Theories', 'Social Media', 'Right-Wing Extremism and Alt-Right', 'News and News Media']"
Sheryl Sandberg’s Long (Overdue) Goodbye,2022-06-03,article,Op-Ed,,"['Content Type: Personal Profile', 'Women and Girls', 'Social Media', 'Rumors and Misinformation', 'Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Books and Literature', 'internal-sub-only-nl']"
Driving an Electric Car on Colorado’s Scenic Byways,2021-06-16,article,News,,"['Electric and Hybrid Vehicles', 'Road Trips', 'Travel and Vacations']"
Activist Investors Are Circling Salesforce,2023-01-23,article,News,,"['United States Politics and Government', 'Shareholder Rights and Activism', 'internal-storyline-no']"
Stock Markets Edge Higher,2020-07-01,article,News,,"['Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'Economic Conditions and Trends', 'United States Economy', 'Stocks and Bonds']"
Transcript: Ezra Klein Interviews Dan Wang,2023-03-14,article,Op-Ed,,[]
U.S. Added Nearly 5 Million Jobs in June,2020-07-02,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Coronavirus Reopenings', 'Stocks and Bonds']"
How the Virus Unraveled Hispanic American Families,2021-06-14,article,News,,"['Coronavirus (2019-nCoV)', 'Income Inequality', 'Race and Ethnicity', 'Hispanic-Americans', 'Deaths (Fatalities)', 'Age, Chronological', 'Disease Rates', 'Families and Family Life', 'your-feed-science']"
