headline,date,doc_type,material_type,section,keywords
"Jeep Plant Shutdown Imperils Illinois Town and 1,350 Workers",2022-12-23,article,News,,"['Automobiles', 'Sports Utility Vehicles and Light Trucks', 'Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'Electric and Hybrid Vehicles', 'Organized Labor']"
Elon Musk Foments More Geopolitical Controversy With Ukraine Internet Dispute,2022-10-14,article,News,,"['Computers and the Internet', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'International Relations', 'United States Defense and Military Forces', 'United States International Relations']"
"In Vancouver, Indigenous Communities Get Prime Land, and Power",2022-08-23,article,News,,"['Indigenous People', 'Land Use Policies', 'Urban Areas', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"China’s Economy Comes Roaring Back, Led by Wealthy Consumers",2020-09-28,article,News,,"['Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'Consumer Behavior', 'Layoffs and Job Reductions', 'High Net Worth Individuals']"
An extraordinary heat wave exposes the limits of protecting people,2022-05-03,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'internal-storyline-no', 'Heat and Heat Waves', 'Temperature', 'Weather']"
A Different Kind of California Playlist,2022-04-29,article,briefing,,[]
What’s a Palantir? The Tech Industry’s Next Big I.P.O.,2020-08-26,article,News,,"['Computers and the Internet', 'Government Contracts and Procurement', 'Software', 'Defense Contracts', 'Artificial Intelligence', 'Initial Public Offerings', 'United States Politics and Government']"
How Life as a Trucker Devolved Into a Dystopian Nightmare,2022-03-15,article,Op-Ed,,"['Labor and Jobs', 'Supply Chain', 'Trucks and Trucking', 'Driver Distraction and Fatigue', 'Demonstrations, Protests and Riots']"
What We Know About the Killing of Tech C.E.O. Fahim Saleh,2020-07-17,article,briefing,,"['Murders, Attempted Murders and Homicides']"
Tales From Crypto: A Billionaire Meme Feud Threatens Industry Unity,2022-01-18,article,News,,"['Virtual Currency', 'Blockchain (Technology)', 'Bitcoin (Currency)', 'High Net Worth Individuals']"
