headline,date,doc_type,material_type,section,keywords
Bob Iger Ousts a Marvel Antagonist,2023-03-30,article,News,,"['internal-storyline-no', 'Movies']"
"Ouch, That Hurts",2021-02-17,article,News,,"['Greenhouse Gas Emissions', 'Banking and Financial Institutions', 'Corporate Social Responsibility']"
Quibi’s Quick End,2020-10-22,article,News,,['Start-ups']
WeWork Hits the Stock Markets,2021-10-21,article,News,,"['Mergers, Acquisitions and Divestitures', 'Bitcoin (Currency)', 'Social Media', 'Initial Public Offerings']"
Why More Deals Are Likely After the Fall of Credit Suisse,2023-03-20,article,News,,"['internal-storyline-no', 'Banking and Financial Institutions']"
Oil Climbs as Western Nations Single Out Russia,2022-12-05,article,News,,"['Elections', 'Oil (Petroleum) and Gasoline']"
Adidas Cuts Ties With Kanye West,2022-10-25,article,News,,"['Fashion and Apparel', 'Anti-Semitism']"
Can Robots Save Nursing Homes?,2022-04-21,article,News,,"['Robots and Robotics', 'Nursing Homes', 'Retirement Communities and Assisted Living', 'Elder Care', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)']"
"Martha Stewart, Blissed Out on CBD, Is Doing Just Fine",2020-09-17,article,News,,"['Cannabis Foods and Products', 'Quarantine (Life and Culture)']"
Biden Pushes Companies on Vaccine Mandates,2021-09-10,article,News,,"['Politics and Government', 'Mergers, Acquisitions and Divestitures', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Special Purpose Acquisition Companies (SPAC)', 'Stocks and Bonds', 'United States Politics and Government', 'Banking and Financial Institutions']"
