headline,date,doc_type,material_type,section,keywords
Your Tuesday Briefing,2021-10-25,article,briefing,,[]
Texas Is the Future of America,2021-10-05,article,Op-Ed,,"['Population', 'Economic Conditions and Trends', 'Politics and Government', 'Race and Ethnicity', 'Census']"
"No, California Isn’t Doomed",2021-09-24,article,Op-Ed,,"['internal-sub-only', 'Budgets and Budgeting', 'Taxation', 'Homeless Persons', 'Real Estate and Housing (Residential)', 'Elections, California Gubernatorial Recall (2021)', 'Affordable Housing']"
"‘We Haven’t Slept, We Haven’t Eaten’: U.S. Afghans Watch the Chaos With Horror",2021-08-17,article,News,,"['Afghanistan War (2001- )', 'Afghan-Americans', 'audio-negative-sad', 'audio-negative-tragedy']"
"Jobs, Voting Rights, ‘Saturday Night Live’: Your Friday Evening Briefing",2021-05-07,article,briefing,,[]
Why Investing in Fossil Fuels Is So Tricky,2021-04-09,article,News,,"['Oil (Petroleum) and Gasoline', 'Wind Power', 'Solar Energy', 'Alternative and Renewable Energy', 'Greenhouse Gas Emissions', 'Mutual Funds', 'Exchange Traded Funds', 'Content Type: Service', 'Personal Finances']"
Am I Being Unkind by Rejecting My Father’s Gifts?,2021-02-02,article,News,,"['Ethics (Personal)', 'Gifts']"
"Robinhood, Under the Gun, Raises $2.4 Billion",2021-02-01,article,News,,"['Venture Capital', 'Banking and Financial Institutions', 'Stocks and Bonds', 'Hedge Funds']"
The Debate Over San Francisco’s School Names,2021-01-28,article,briefing,,[]
Why China Could Dominate the Next Big Advance in Batteries,2023-04-12,article,News,,"['Batteries', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Metals and Minerals', 'Lithium (Metal)']"
