headline,date,doc_type,material_type,section,keywords
The ‘E-Pimps’ of OnlyFans,2022-05-16,article,News,,"['International Trade and World Market', 'Pornography', 'Models (Professional)', 'Labor and Jobs', 'Ghostwriting', 'Social Media', 'Advertising and Marketing', 'Outsourcing']"
Where the Suburbs End,2021-10-08,article,News,,"['Real Estate and Housing (Residential)', 'Suburbs', 'Affordable Housing', 'Zoning']"
"What Students Are Saying About Their Favorite Musical Artists, Long Walks and Treating Themselves",2022-04-14,article,News,,[]
"Secret Data, Tiny Islands and a Quest for Treasure on the Ocean Floor",2022-08-29,article,News,,"['Mines and Mining', 'Metals and Minerals', 'Electric and Hybrid Vehicles', 'Batteries', 'Regulation and Deregulation of Industry', 'Third World and Developing Countries', 'Oceans and Seas']"
"What Students Are Saying About Responsibility, Bad Behavior in Youth Sports and Electric Cars",2022-05-05,article,News,,[]
Liz Holmes Wants You to Forget About Elizabeth,2023-05-07,article,News,,"['Content Type: Personal Profile', 'Frauds and Swindling', 'Securities and Commodities Violations', 'Suits and Litigation (Civil)', 'Women and Girls', 'Entrepreneurship', 'internal-sub-only']"
What (if Anything) Did You Change Your Mind About This Year?,2022-12-20,multimedia,Interactive Feature,,['Two Thousand Twenty Two']
Joe Rogan Is Too Big to Cancel,2021-07-01,article,News,,"['Comedy and Humor', 'Content Type: Personal Profile', 'Podcasts']"
Transcript: Ezra Klein Interviews Jesse Jenkins,2022-09-20,article,Op-Ed,,[]
Transcript: Ezra Klein Interviews Dan Olson,2022-04-05,article,Op-Ed,,[]
