headline,date,doc_type,material_type,section,keywords
Tesla Profit Falls in Second Quarter as Supply Chain Problems Hurt,2022-07-20,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Company Reports', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'internal-storyline-no']"
"California sues Tesla, saying the company permitted racial discrimination at its factory.",2022-02-10,article,News,,"['Suits and Litigation (Civil)', 'Black People', 'Blacks', 'Discrimination', 'Workplace Hazards and Violations', 'Electric and Hybrid Vehicles', 'Labor and Jobs', 'Factories and Manufacturing', 'Relocation of Business']"
Tesla Says Autopilot Makes Its Cars Safer. Crash Victims Say It Kills.,2021-07-05,article,News,,"['Traffic Accidents and Safety', 'Driverless and Semiautonomous Vehicles', 'Electric and Hybrid Vehicles', 'Automobile Safety Features and Defects', 'Suits and Litigation (Civil)', 'Deaths (Fatalities)']"
He Helped Build Tesla. Now He’s Gunning for It.,2021-11-18,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Stocks and Bonds']"
JPMorgan says Tesla owes it $162 million because of an Elon Musk tweet.,2021-11-16,article,News,,"['Electric and Hybrid Vehicles', 'Suits and Litigation (Civil)', 'Stocks and Bonds', 'Banking and Financial Institutions']"
Musk may be about to sell some Tesla stock. How would that affect markets?,2022-04-27,article,News,,"['Electric and Hybrid Vehicles', 'Nasdaq Composite Index', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'Social Media']"
A New Tesla Safety Concern: Drivers Can Play Video Games in Moving Cars,2021-12-07,article,News,,"['Computer and Video Games', 'Driver Distraction and Fatigue', 'Automobile Safety Features and Defects', 'Electric and Hybrid Vehicles', 'Traffic Accidents and Safety']"
Tesla faces renewed scrutiny over racial bias and Elon Musk’s tweets.,2022-02-07,article,News,,"['Suits and Litigation (Civil)', 'Social Media', 'Regulation and Deregulation of Industry', 'Discrimination', 'Workplace Hazards and Violations', 'Electric and Hybrid Vehicles']"
"Tesla to Cut 10% of Salaried Staff, Musk Tells Employees",2022-06-03,article,News,,"['Layoffs and Job Reductions', 'Electric and Hybrid Vehicles', 'Automobiles', 'Factories and Manufacturing']"
Tesla reports record yearly profit but warns that supply problems persist.,2022-01-26,article,News,,"['Company Reports', 'Automobiles', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Supply Chain']"
