headline,date,doc_type,material_type,section,keywords
Boosters for All,2021-11-19,article,briefing,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Coronavirus Risks and Safety Concerns']"
"‘Ted Lasso’ Recap, Season 2, Episode 6: The Roy Kent Effect",2021-08-27,article,Review,,['Television']
"At MoMA, Love of Cars Can Be Exhausting",2021-08-12,article,Review,,"['Automobiles', 'Fuel Emissions (Transportation)', 'Art', 'Museums', 'Global Warming']"
What’s Your Neighborhood’s Climate Impact?,2023-02-06,article,briefing,,[]
Your Thursday Briefing,2023-01-26,article,briefing,,[]
Workers at E.V. Battery Plant in Ohio Vote to Unionize,2022-12-09,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Labor and Jobs', 'Organized Labor', 'Factories and Manufacturing', 'Batteries', 'Wages and Salaries']"
Your Monday Briefing: Europe’s Energy Protections,2022-09-04,article,briefing,,"['Elections', 'Politics and Government', 'Constitutions', 'War and Armed Conflicts', 'Electric and Hybrid Vehicles', 'Russian Invasion of Ukraine (2022)']"
We Might Never Know How Much the Internet Is Hiding From Us,2022-08-25,article,Op-Ed,,"['Computers and the Internet', 'Search Engines', 'Rumors and Misinformation', 'Social Media']"
Your Wednesday Evening Briefing,2022-06-01,article,News,,"[""United States Women's Open (Golf)"", 'Social Media', 'Obesity', 'Russian Invasion of Ukraine (2022)']"
The YouTube Rabbit Hole Is Nuanced,2022-04-21,article,News,,"['Video Recordings, Downloads and Streaming', 'Research', 'Computers and the Internet']"
