headline,date,doc_type,material_type,section,keywords
"Social Media Was a C.E.O.’s Bullhorn, and How He Lured Women",2022-08-18,article,News,,"['Workplace Hazards and Violations', 'Sex Crimes', 'Computers and the Internet', 'Social Media', 'Content Type: Personal Profile']"
This Is What Happens When Globalization Breaks Down,2022-03-31,article,News,,"['Supply Chain', 'Ports', 'Freight (Cargo)', 'International Trade and World Market', 'Ships and Shipping', 'Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'Shortages', 'Toys', 'audio-neutral-immersive', 'audio-neutral-informative']"
Can the F-150 Lightning Make Everyone Want a Truck That Plugs In?,2022-08-13,article,News,,"['Automobiles', 'Sports Utility Vehicles and Light Trucks', 'Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Batteries', 'Fuel Emissions (Transportation)', 'Prices (Fares, Fees and Rates)']"
Crypto Nomads: Surfing the World for Risk and Profit,2021-07-23,article,News,,"['Virtual Currency', 'Derivatives (Financial Instruments)', 'Futures and Options Trading', 'Relocation of Business', 'Financial Brokers', 'Regulation and Deregulation of Industry', 'Computers and the Internet']"
2022: The Year in Visual Stories and Graphics,2022-12-29,multimedia,Interactive Feature,,"['Two Thousand Twenty Two', 'internal-open-access']"
Feeling the Squeeze? How to Be a Thrifty Traveler as Prices Soar,2022-04-20,article,News,,"['Travel and Vacations', 'Budget Travel', 'Prices (Fares, Fees and Rates)', 'Summer (Season)', 'Airlines and Airplanes', 'Hotels and Travel Lodgings', 'Content Type: Service', 'Inflation (Economics)']"
Elon Musk Appoints Linda Yaccarino Twitter’s New Chief,2023-05-12,article,News,,"['Social Media', 'Appointments and Executive Changes', 'Television', 'Computers and the Internet', 'Online Advertising']"
"As A.I. Booms, Lawmakers Struggle to Understand the Technology",2023-03-03,article,News,,"['Artificial Intelligence', 'Regulation and Deregulation of Industry', 'Facial Recognition Software', 'Driverless and Semiautonomous Vehicles', 'Law and Legislation', 'Computers and the Internet', 'Lobbying and Lobbyists', 'Innovation', 'ChatGPT', 'United States Politics and Government']"
"In Montecito, the Million-Dollar Views Still Come With Mudslide Risks",2023-01-17,article,News,,"['Landslides and Mudslides', 'Floods', 'Rain']"
Your Thursday Evening Briefing,2022-06-09,article,News,,"['Coronavirus (2019-nCoV)', 'Storming of the US Capitol (Jan, 2021)', 'Uvalde, Tex, Shooting (May 24, 2022)', 'Abortion', 'Golf', 'Beaches']"
