headline,date,doc_type,material_type,section,keywords
What Is Peloton Worth?,2022-02-08,article,News,,['Greenhouse Gas Emissions']
Marcelo Claure Leaves Masa Son’s Orbit,2022-01-28,article,News,,"['Supply Chain', 'Video Recordings, Downloads and Streaming']"
Cathie Wood’s Calling,2021-08-23,article,News,,"['Special Purpose Acquisition Companies (SPAC)', 'Mergers, Acquisitions and Divestitures', 'Health Insurance and Managed Care']"
How Tax Giants Write Their Own Rules,2021-09-20,article,News,,"['United States Economy', 'Banking and Financial Institutions', 'Politics and Government', 'National Debt (US)', 'Accounting and Accountants', 'United States Politics and Government', 'Virtual Currency']"
"Marjorie Taylor Greene and the Thick, Cracked Goggles of Grievance",2023-04-20,article,Op-Ed,,"['US Intelligence Documents Leak (2023)', 'United States Politics and Government', 'Social Media']"
Traveling and Eating Well,2023-02-04,article,briefing,,"['internal-storyline-no', 'Restaurants', 'Travel and Vacations', 'Content Type: Service']"
"Once Known for Vaccine Skeptics, Marin Now Tells Them ‘You’re Not Welcome’",2022-10-02,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion']"
Russia’s Struggles,2022-08-19,article,briefing,,"['internal-storyline-no', 'War and Armed Conflicts', 'Defense and Military Forces', 'United States International Relations', 'Prisoners of War']"
"Smeared as a Groomer, a Michigan Democrat Goes on Offense",2022-04-25,article,News,,"['United States Politics and Government', 'Homosexuality and Bisexuality', 'Discrimination', 'Transgender and Transsexuals', 'State Legislatures', 'internal-sub-only-nl']"
Sanctions and Consequences,2022-02-25,article,News,,['Russian Invasion of Ukraine (2022)']
