headline,date,doc_type,material_type,section,keywords
Twitter expands content-moderation rules to cover crises like war and disasters.,2022-05-19,article,News,,"['Social Media', 'Rumors and Misinformation', 'Disasters and Emergencies', 'War and Armed Conflicts', 'Censorship']"
When Euphemisms (but Never Sharks) Attack,2021-07-23,article,News,,"['Sharks', 'Extraterrestrial Life', 'your-feed-science', 'your-feed-animals']"
The Shift to Renewable Energy Is Speeding Up. Here’s How.,2023-01-31,article,News,,"['Alternative and Renewable Energy', 'Global Warming', 'Greenhouse Gas Emissions', 'internal-storyline-no', 'internal-sub-only-nl']"
Businesses Are Bracing for the Political and Social Fight Post-Roe,2022-06-25,article,News,,"['Abortion', 'Law and Legislation', ""Women's Rights"", 'Corporate Social Responsibility', ""Dobbs v Jackson Women's Health Organization (Supreme Court Decision)"", 'Roe v Wade (Supreme Court Decision)']"
Your Monday Evening Briefing,2022-04-18,article,News,,"['Presidential Election of 2020', 'Automobiles', 'Coronavirus (2019-nCoV)', 'Decisions and Verdicts']"
Dodgers and Giants Face Off at Oracle Park,2021-10-08,article,briefing,,[]
Your Monday Evening Briefing,2023-04-17,article,briefing,,[]
Car Industry Woes Show How Global Conflicts Will Reshape Trade,2022-03-07,article,News,,"['Automobiles', 'International Trade and World Market', 'Factories and Manufacturing', 'Supply Chain', 'Russian Invasion of Ukraine (2022)']"
How to Get In on the Electric Vehicle Boom,2022-07-15,article,News,,"['Electric and Hybrid Vehicles', 'Batteries', 'Lithium (Metal)', 'Exchange Traded Funds', 'Mines and Mining', 'Oil (Petroleum) and Gasoline', 'Mutual Funds', 'Content Type: Service']"
Can Anyone Satisfy Amazon’s Craving for Electric Vans?,2022-01-18,article,News,,"['Delivery Services', 'Vans', 'Electric and Hybrid Vehicles', 'Fuel Emissions (Transportation)', 'Start-ups', 'E-Commerce']"
