headline,date,doc_type,material_type,section,keywords
We Can’t Drill Our Way to Energy Security,2022-05-14,article,Op-Ed,,"['Oil (Petroleum) and Gasoline', 'Natural Gas', 'Hydraulic Fracturing', 'Coal', 'Drilling and Boring', 'Global Warming', 'Greenhouse Gas Emissions', 'Alternative and Renewable Energy', 'Recession and Depression', 'United States Economy', 'Russian Invasion of Ukraine (2022)']"
Your Wednesday Briefing,2021-11-02,article,briefing,,[]
Your Friday Briefing,2021-07-23,article,briefing,,[]
"Bob Lee, Cash App Creator, Is Fatally Stabbed in San Francisco",2023-04-05,article,News,,"['Murders, Attempted Murders and Homicides', 'internal-open-access']"
"The Worst Midnight Email From the Boss, Ever",2022-11-23,article,Op-Ed,,"['Labor and Jobs', 'Social Media', 'Organized Labor']"
Driverless Cars Shouldn’t Be a Race,2022-08-11,article,News,,"['internal-sub-only-nl', 'Automobiles', 'Driverless and Semiautonomous Vehicles', 'Traffic Accidents and Safety']"
Tech Hiring Is Still Bonkers,2022-06-14,article,News,,"['internal-sub-only-nl', 'Hiring and Promotion', 'Computers and the Internet']"
"Even Among Corporate Raiders, Elon Musk Is a Pirate",2022-05-20,article,News,,"['Social Media', 'Computers and the Internet', 'Boards of Directors', 'Mergers, Acquisitions and Divestitures', 'Private Equity']"
"After Buffalo Shooting Video Spreads, Social Platforms Face Questions",2022-05-16,article,News,,"['Buffalo, NY, Shooting (May 14, 2022)', 'Social Media', 'Video Recordings, Downloads and Streaming', 'Right-Wing Extremism and Alt-Right']"
Jeff Bezos gives $100 million to the Obama Foundation.,2021-11-22,article,News,,"['Philanthropy', 'High Net Worth Individuals', 'United States Politics and Government']"
