headline,date,doc_type,material_type,section,keywords
"Lucid Motors beats Tesla in range, going 520 miles on a charge, the E.P.A. says.",2021-09-16,article,News,,"['Electric and Hybrid Vehicles', 'Fuel Efficiency', 'Start-ups']"
Elon Musk sells nearly $7 billion in Tesla shares to finance his Twitter deal.,2022-08-10,article,News,,"['Social Media', 'Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
Man Who Drove Family Off Cliff in Tesla Is Charged With Attempted Murder,2023-01-31,article,News,,"['Murders, Attempted Murders and Homicides', 'Child Abuse and Neglect', 'Domestic Violence', 'Traffic Accidents and Safety']"
Judge reduces $137 million penalty against Tesla over factory racism.,2022-04-14,article,News,,"['Compensation for Damages (Law)', 'Discrimination', 'Workplace Hazards and Violations', 'Black People', 'Blacks', 'Factories and Manufacturing', 'Suits and Litigation (Civil)']"
Are Tesla and Texas a Perfect Match? It’s Questionable.,2021-10-08,article,News,,"['Automobiles', 'Politics and Government', 'Solar Energy', 'Batteries', 'Relocation of Business', 'Wind Power', 'Alternative and Renewable Energy', 'Electric and Hybrid Vehicles', 'Law and Legislation', 'Energy and Power', 'Regulation and Deregulation of Industry']"
"Elon Musk sells $5 billion in Tesla shares, partly to cover taxes on stock options.",2021-11-11,article,News,,['Stocks and Bonds']
Quotation of the Day: Musk’s Tweets Only Aggravate Tesla’s Troubles,2022-12-22,article,Quote,,[]
"Tesla sales are way up, but Ford and others are still grappling with a semiconductor shortage.",2021-07-06,article,News,,[]
"Tesla opens a dealership in Xinjiang, drawing accusations it’s helping China ‘cover up genocide.’",2022-01-04,article,News,,"['Forced Labor', 'Automobiles', 'Electric and Hybrid Vehicles', 'Politics and Government', 'United States Politics and Government', 'Factories and Manufacturing']"
Tesla shares slide 12 percent as Musk’s stock-sale pledge continues to reverberate.,2021-11-09,article,News,,"[""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds', 'Electric and Hybrid Vehicles', 'Executive Compensation']"
