headline,date,doc_type,material_type,section,keywords
Bill Ackman’s SPAC Deal Gets Messier,2021-08-20,article,News,,"['Mergers, Acquisitions and Divestitures', 'Antitrust Laws and Competition Issues', 'Special Purpose Acquisition Companies (SPAC)', 'Virtual Currency', 'Shopping and Retail', 'E-Commerce']"
"How Many Billionaires Are There, Anyway?",2022-04-07,article,News,,"['High Net Worth Individuals', 'United States Economy', 'United States Politics and Government', 'Income Inequality']"
"How Twitter Changed the World, in 25 Tweets",2023-02-10,multimedia,Interactive Feature,,"['Social Media', 'internal-sub-only']"
Can Democrats See What’s Coming?,2022-02-12,article,Op-Ed,,"['Economics (Theory and Philosophy)', 'United States Politics and Government', 'United States Economy', 'Regulation and Deregulation of Industry', 'Alternative and Renewable Energy', 'Corporate Taxes']"
What Is Starship? SpaceX Builds Its Next-Generation Rocket,2022-02-10,article,News,,"['Rocket Science and Propulsion', 'Private Spaceflight', 'Space and Astronomy']"
"Behind the Lordstown Debacle, the Hand of a Wall Street Dealmaker",2021-07-13,article,News,,"['Special Purpose Acquisition Companies (SPAC)', 'Mergers, Acquisitions and Divestitures', 'Automobiles', 'Electric and Hybrid Vehicles', 'Banking and Financial Institutions', 'Suits and Litigation (Civil)']"
Losses Pile Up in FTX Bankruptcy Turmoil,2022-11-23,article,News,,[]
Sam Bankman-Fried’s ‘House of Cards’ Teeters,2022-12-13,article,News,,"['Securities and Commodities Violations', 'Elections', 'United States Politics and Government']"
Elon Musk’s Latest Jab from the Right,2022-12-12,article,News,,['Social Media']
"The Alarming Rise of Peter Thiel, Tech Mogul and Political Provocateur",2021-09-21,article,Review,,"['Books and Literature', 'Presidential Election of 2016', 'Right-Wing Extremism and Alt-Right']"
