headline,date,doc_type,material_type,section,keywords
How Austin Became One of the Least Affordable Cities in America,2021-11-27,article,News,,"['Affordable Housing', 'Real Estate and Housing (Residential)', 'Prices (Fares, Fees and Rates)', 'Renting and Leasing (Real Estate)', 'Building (Construction)', 'Gentrification', 'Population', 'Income Inequality', 'Area Planning and Renewal']"
Democrats Hammer Out Novel Plan to Tax Billionaires and Corporate Giants,2021-10-27,article,News,,"['Federal Taxes (US)', 'Corporate Taxes', 'Income Tax', 'Tax Shelters', 'High Net Worth Individuals', 'Law and Legislation', 'American Families Plan (2021)', 'United States Politics and Government']"
Benefits for All or Just the Needy? Manchin’s Demand Focuses Debate,2021-10-08,article,News,,"['United States Politics and Government', 'United States Economy', 'American Families Plan (2021)', 'American Rescue Plan (2021)', 'Income Inequality', 'Child Care', 'Child Tax Credits and Stipends', 'Welfare (US)']"
China and Evergrande Ascended Together. Now One Is About to Fall.,2021-09-28,article,News,,"['Regulation and Deregulation of Industry', 'Real Estate and Housing (Residential)', 'Economic Conditions and Trends', 'Credit and Debt']"
"Backup Power: A Growing Need, if You Can Afford It",2023-05-06,article,News,,"['Power Failures and Blackouts', 'Electric Light and Power', 'Disasters and Emergencies', 'Weather', 'Global Warming', 'Income Inequality', 'Heat and Heat Waves', 'Batteries', 'Heating', 'Solar Energy']"
"In Ohio, Electric Cars Are Starting to Reshape Jobs and Companies",2023-04-05,article,News,,"['Electric and Hybrid Vehicles', 'Factories and Manufacturing', 'Labor and Jobs', 'Automobiles', 'Batteries']"
Here’s What the Other Republican Candidates Should Say to Trump,2023-02-20,article,Op-Ed,,"['Presidential Election of 2024', 'Depression (Mental)', 'Federal Budget (US)', 'Federal Taxes (US)', 'Immigration and Emigration', 'Regulation and Deregulation of Industry', 'Tax Credits, Deductions and Exemptions', 'Alternative and Renewable Energy', 'Social Security (US)']"
Why Some Executives Wish E.S.G. ‘Just Goes Away’,2023-01-19,article,News,,"['internal-storyline-no', 'Corporate Social Responsibility']"
How a Texas Border City Is Shaping the Future of Global Trade,2023-01-05,article,News,,"['International Trade and World Market', 'Warehouses', 'Factories and Manufacturing', 'Trucks and Trucking', 'Freight (Cargo)', 'Supply Chain', 'Ships and Shipping', 'United States Economy']"
The Legal Onslaught Facing Credit Card Companies,2022-08-01,article,News,,"['Child Abuse and Neglect', 'Pornography', 'Child Pornography']"
