headline,date,doc_type,material_type,section,keywords
Odesa Is Defiant. It’s Also Putin’s Ultimate Target.,2022-08-19,article,News,,"['Russian Invasion of Ukraine (2022)', 'Russian Language', 'Jews and Judaism', 'Ports', 'Defense and Military Forces', 'vis-photo']"
Meet Me Downtown,2022-10-26,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Urban Areas', 'Quarantine (Life and Culture)']"
Transcript: Ezra Klein Interviews Tyler Cowen,2021-09-10,article,Op-Ed,,[]
Beyond Catastrophe: A New Climate Reality Is Coming Into View,2022-10-26,multimedia,Interactive Feature,,"['Global Warming', 'Greenhouse Gas Emissions', 'United Nations Framework Convention on Climate Change', 'Politics and Government', 'Alternative and Renewable Energy', 'Geothermal Power', 'Solar Energy', 'Carbon Capture and Sequestration', 'Wind Power', 'Coal', 'Heat and Heat Waves', 'Immigration and Emigration', 'Third World and Developing Countries']"
How TikTok Became a Diplomatic Crisis,2022-12-20,article,News,,"['Social Media', 'Embargoes and Sanctions', 'Privacy', 'United States International Relations', 'Regulation and Deregulation of Industry', 'internal-sub-only']"
Transcript: Ezra Klein Interviews Felicia Wong,2022-09-16,article,Op-Ed,,[]
Transcript: Ezra Klein Interviews Daniel Yergin,2022-03-22,article,Op-Ed,,[]
Transcript: Ezra Klein Interviews Alex Tabarrok,2022-02-18,article,Op-Ed,,[]
Transcript: Ezra Klein Answers Listener Questions,2021-08-31,article,Op-Ed,,[]
Art We Saw This Winter,2022-01-13,article,News,,"['Art', 'Photography']"
